Vertex1,Vertex2,Type,Date,Text,Link,Likes,Quotes,Retweets,Comments
@Ubisoft,https://twitter.com/Ubisoft/status/1671194135229767682#m,Posted,"Jun 20, 2023 · 4:31 PM UTC",Get ready now with a list of the changes you can expect since the Closed Beta    📰https://ubi.li/uDl5S,https://twitter.com/Ubisoft/status/1671194135229767682#m,310,3,31,16
@Ubisoft,https://twitter.com/Ubisoft/status/1671188283328438274#m,Posted,"Jun 20, 2023 · 4:08 PM UTC",The @PlayXDefiant Open Session drops tomorrow!,https://twitter.com/Ubisoft/status/1671188283328438274#m,1973,27,168,121
@justdancegame,https://twitter.com/justdancegame/status/1668308790360387603#m,Posted,"Jun 12, 2023 · 5:26 PM UTC","Just Dance 2024 Edition launches on October 24! Featuring 40 new tracks and universes from all genres and eras, including “Flowers” by Miley Cyrus, “Tití Me Preguntó” by Bad Bunny, “How You Like That” by BLACKPINK and ""I Wanna Dance With Somebody"" by Whitney Houston!",https://twitter.com/justdancegame/status/1668308790360387603#m,2365,157,403,235
@justdancegame,@originaluser,Retweet,"Jun 12, 2023 · 5:26 PM UTC","Just Dance 2024 Edition launches on October 24! Featuring 40 new tracks and universes from all genres and eras, including “Flowers” by Miley Cyrus, “Tití Me Preguntó” by Bad Bunny, “How You Like That” by BLACKPINK and ""I Wanna Dance With Somebody"" by Whitney Houston!",https://twitter.com/justdancegame/status/1668308790360387603#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1670804666655834114#m,Posted,"Jun 19, 2023 · 2:44 PM UTC","Basim ❤ #AssassinsCreed Mirage, out October 12.",https://twitter.com/Ubisoft/status/1670804666655834114#m,2687,26,193,96
@Brawlhalla,https://twitter.com/Brawlhalla/status/1669434601201356801#m,Posted,"Jun 15, 2023 · 8:00 PM UTC",Rayman is thinking of the Master Chief 💐,https://twitter.com/Brawlhalla/status/1669434601201356801#m,2493,44,191,70
@Brawlhalla,@originaluser,Retweet,"Jun 15, 2023 · 8:00 PM UTC",Rayman is thinking of the Master Chief 💐,https://twitter.com/Brawlhalla/status/1669434601201356801#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1670166926734278656#m,Posted,"Jun 17, 2023 · 8:30 PM UTC",Missed #UbiForward? Here is a recap of all   announcements made during the show! ✨ https://ubi.li/nU1jI,https://twitter.com/Ubisoft/status/1670166926734278656#m,240,1,31,26
@Ubisoft,https://twitter.com/Ubisoft/status/1669707769736314884#m,Posted,"Jun 16, 2023 · 2:05 PM UTC",#AvatarFrontiers,https://twitter.com/Ubisoft/status/1669707769736314884#m,2329,15,165,79
@rocksmithplus,https://twitter.com/rocksmithplus/status/1668321102722891776#m,Posted,"Jun 12, 2023 · 6:15 PM UTC",We're partnering with rising star @dearmothica to bring her new song “Glow in the Dark” exclusively to our music library! Start creating your personal setlist here: https://ubi.li/Qq7Fg,https://twitter.com/rocksmithplus/status/1668321102722891776#m,178,0,11,11
@rocksmithplus,@originaluser,Retweet,"Jun 12, 2023 · 6:15 PM UTC",We're partnering with rising star @dearmothica to bring her new song “Glow in the Dark” exclusively to our music library! Start creating your personal setlist here: https://ubi.li/Qq7Fg,https://twitter.com/rocksmithplus/status/1668321102722891776#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1669375717707067393#m,Posted,"Jun 15, 2023 · 4:06 PM UTC",Guess who's back..? Back again ? Rayman's back! 😎  #MarioRabbids | #UbiForward,https://twitter.com/Ubisoft/status/1669375717707067393#m,1916,47,286,123
@Ubisoft,https://twitter.com/Ubisoft/status/1669331200777809921#m,Posted,"Jun 15, 2023 · 1:09 PM UTC",The gameplay of Mirage mixes the legacy and modernity of Assassin's Creed into a unique experience.  It all starts in the streets of Baghdad... #AssassinsCreed #UbiForward,https://twitter.com/Ubisoft/status/1669331200777809921#m,1253,6,110,55
@Ubisoft,https://twitter.com/Ubisoft/status/1669000017615499264#m,Posted,"Jun 14, 2023 · 3:13 PM UTC","Learn more details about @StarWarsOutlaws and its characters, gameplay features, locations, cast, and more with our Developer Gameplay Breakdown.",https://twitter.com/Ubisoft/status/1669000017615499264#m,850,3,89,42
@TheDivMobile,https://twitter.com/TheDivMobile/status/1668588630779084801#m,Posted,"Jun 13, 2023 · 11:58 AM UTC",It's finally here! The Regional Beta is starting now for a limited number of players 🥳 Download and join #TheDivisionResurgence before all the spots are taken!  https://thedivisionresurgence.com/,https://twitter.com/TheDivMobile/status/1668588630779084801#m,1059,13,115,139
@TheDivMobile,@originaluser,Retweet,"Jun 13, 2023 · 11:58 AM UTC",It's finally here! The Regional Beta is starting now for a limited number of players 🥳 Download and join #TheDivisionResurgence before all the spots are taken!  https://thedivisionresurgence.com/,https://twitter.com/TheDivMobile/status/1668588630779084801#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1668979398773448704#m,Posted,"Jun 14, 2023 · 1:51 PM UTC",Discover more about @PrinceofPersia The Lost Crown with a gameplay deep dive in Mount Qaf!  #UbiForward | #PrinceOfPersia,https://twitter.com/Ubisoft/status/1668979398773448704#m,886,20,106,36
@Ubisoft,https://twitter.com/Ubisoft/status/1668909259357036544#m,Posted,"Jun 14, 2023 · 9:12 AM UTC",The #UbiForward promotions are still on! 😎  Check out our sale at the Ubisoft Store and save up to 75% off our games! (PEGI 18),https://twitter.com/Ubisoft/status/1668909259357036544#m,306,2,33,10
@TheCrewGame,https://twitter.com/TheCrewGame/status/1668655103673286656#m,Posted,"Jun 13, 2023 · 4:22 PM UTC",Do not miss our #TheCrewMotorfest deep dive gameplay video,https://twitter.com/TheCrewGame/status/1668655103673286656#m,616,10,93,24
@TheCrewGame,@originaluser,Retweet,"Jun 13, 2023 · 4:22 PM UTC",Do not miss our #TheCrewMotorfest deep dive gameplay video,https://twitter.com/TheCrewGame/status/1668655103673286656#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1668614862673694721#m,Posted,"Jun 13, 2023 · 1:42 PM UTC",We hope you enjoyed #UbiForward!  A huge congratulations to our teams for their incredible work in bringing the show to life 👏👏  Want to join them next time? Learn more about #LifeAtUbi:  👉 https://ubi.li/x53n6,https://twitter.com/Ubisoft/status/1668614862673694721#m,2318,6,144,106
@Ubisoft,https://twitter.com/Ubisoft/status/1668343316935766016#m,Posted,"Jun 12, 2023 · 7:43 PM UTC",And that's a wrap! Thanks for joining ❤  #UbiForward,https://twitter.com/Ubisoft/status/1668343316935766016#m,8988,197,973,988
@Ubisoft,https://twitter.com/Ubisoft/status/1668331947607883776#m,Posted,"Jun 12, 2023 · 6:58 PM UTC","#StarWarsOutlaws, coming 2024. Add to wishlist: https://ubi.li/KeEtD #UbiForward",https://twitter.com/Ubisoft/status/1668331947607883776#m,10370,208,848,287
@Ubisoft,https://twitter.com/Ubisoft/status/1668322744402837526#m,Posted,"Jun 12, 2023 · 6:21 PM UTC",Stick around for the #UbiForward after-show for more from:  #StarWarsOutlaws #PrinceofPersia #AssassinsCreedMirage  👉 https://ubi.li/u38hb,https://twitter.com/Ubisoft/status/1668322744402837526#m,583,4,52,38
@Ubisoft,https://twitter.com/Ubisoft/status/1668322658465742877#m,Posted,"Jun 12, 2023 · 6:21 PM UTC",Try Ubisoft+ with a 7 days free trial! #UbiForward  👉 https://ubi.li/J0bM1,https://twitter.com/Ubisoft/status/1668322658465742877#m,473,1,63,23
@Ubisoft,https://twitter.com/Ubisoft/status/1668322119527153665#m,Posted,"Jun 12, 2023 · 6:19 PM UTC",Get a first look at the minute-to-minute gameplay walkthrough trailer – Watch Now! https://ubi.li/QvUxR   #StarWarsOutlaws | #UbiForward,https://twitter.com/Ubisoft/status/1668322119527153665#m,3843,325,684,171
@Ubisoft,https://twitter.com/Ubisoft/status/1668317813377777666#m,Posted,"Jun 12, 2023 · 6:02 PM UTC","Become the Assassin in Assassin’s Creed Nexus VR. Embody legendary Assassins Ezio Auditore da Firenze, Kassandra, and Connor in an all-new Assassin’s Creed story built exclusively for VR.   Coming Holiday 2023.   Add to wishlist on Meta Quest now: https://ubi.li/iKTI0 #AssassinsCreedNexusVR | #UbiForward",https://twitter.com/Ubisoft/status/1668317813377777666#m,1372,49,157,81
@Ubisoft,https://twitter.com/Ubisoft/status/1668316089132908553#m,Posted,"Jun 12, 2023 · 5:55 PM UTC","Step into ancient China and discover an #AssassinsCreed adventure for free, anywhere, anytime.   Follow @AC_CodenameJade to learn more about the upcoming Closed Beta.   Register here: https://ubi.li/kzZLQ | #UbiForward",https://twitter.com/Ubisoft/status/1668316089132908553#m,1370,57,202,49
@Ubisoft,https://twitter.com/Ubisoft/status/1668316008044429317#m,Posted,"Jun 12, 2023 · 5:55 PM UTC","Meet an inspiring cast of characters who will shape Basim’s destiny. @AssassinsCreed Mirage Story Trailer, is available on Youtube.   Watch now: https://ubi.li/jI3Rb   Coming October 12, 2023.    #AssassinsCreed | #UbiForward",https://twitter.com/Ubisoft/status/1668316008044429317#m,970,57,248,41
@Ubisoft,https://twitter.com/Ubisoft/status/1668313563591475223#m,Posted,"Jun 12, 2023 · 5:45 PM UTC",Welcome to Motorfest. #TheCrewMotorfest  Pre-Order: https://ubi.li/8egbF #UbiForward,https://twitter.com/Ubisoft/status/1668313563591475223#m,2126,45,225,104
@Ubisoft,https://twitter.com/Ubisoft/status/1668313494632947714#m,Posted,"Jun 12, 2023 · 5:45 PM UTC",The updates keep coming ⚡🎮   🛹 Skateboards coming to #RidersRepublic  👊 Master Chief joins #Brawlhalla 📲 #Rocksmith mobile app launched 🛼 Jet Set Radio rolls into #RollerChampions 🐰 Rayman joining #MarioRabbids #UbiForward,https://twitter.com/Ubisoft/status/1668313494632947714#m,472,5,65,16
@Ubisoft,https://twitter.com/Ubisoft/status/1668311292652683283#m,Posted,"Jun 12, 2023 · 5:36 PM UTC",#SkullandBones Closed Beta will be available from August 25th to August 28th 2023! #UbiForward  Register now: https://ubi.li/Dp6et,https://twitter.com/Ubisoft/status/1668311292652683283#m,1359,70,251,61
@Ubisoft,https://twitter.com/Ubisoft/status/1668310625292890125#m,Posted,"Jun 12, 2023 · 5:33 PM UTC","Agents, #TheDivisionResurgence is coming this fall 📲 #UbiForward   Pre-register now to unlock unique rewards at launch https://ubi.li/xle8r",https://twitter.com/Ubisoft/status/1668310625292890125#m,1014,14,145,44
@Ubisoft,https://twitter.com/Ubisoft/status/1668309954653040663#m,Posted,"Jun 12, 2023 · 5:31 PM UTC","""Do you want to be entertained?""   #CaptainLaserhawk, coming this fall on @Netflix #UbiForward",https://twitter.com/Ubisoft/status/1668309954653040663#m,673,48,146,26
@Ubisoft,https://twitter.com/Ubisoft/status/1668307942108540934#m,Posted,"Jun 12, 2023 · 5:23 PM UTC","Many dangers await Sargon in Mount Qaf.   @PrinceofPersia The Lost Crown, coming January 18, 2024.   Pre-order here: https://ubi.li/eCyFr #UbiForward",https://twitter.com/Ubisoft/status/1668307942108540934#m,1743,112,350,95
@Ubisoft,https://twitter.com/Ubisoft/status/1668307003268116502#m,Posted,"Jun 12, 2023 · 5:19 PM UTC","Thanks to the over 1 million @PlayXDefiant Closed Beta players 🙌    Next up, the Open Session coming June 21-23!  Register here: https://ubi.li/th6Tp #UbiForward",https://twitter.com/Ubisoft/status/1668307003268116502#m,1644,27,213,47
@Ubisoft,https://twitter.com/Ubisoft/status/1668305942566297600#m,Posted,"Jun 12, 2023 · 5:15 PM UTC","Avatar: Frontiers of Pandora is coming December 7,   Get the all the details announced at #UbiForward:  https://ubi.li/HeC4u",https://twitter.com/Ubisoft/status/1668305942566297600#m,13193,367,1536,313
@Ubisoft,https://twitter.com/Ubisoft/status/1668304941260189699#m,Posted,"Jun 12, 2023 · 5:11 PM UTC","""Prepare to  lose yourself in the beauty and the danger of the Western Frontier""  #AvatarFrontiers | #UbiForward",https://twitter.com/Ubisoft/status/1668304941260189699#m,627,6,64,21
@Ubisoft,https://twitter.com/Ubisoft/status/1668303745627697153#m,Posted,"Jun 12, 2023 · 5:06 PM UTC",Watch the World Premiere Trailer for @AvatarFrontiers now!  https://ubi.li/dJ66o #AvatarFrontiersofPandora  | #UbiForward,https://twitter.com/Ubisoft/status/1668303745627697153#m,2721,191,498,120
@Ubisoft,https://twitter.com/Ubisoft/status/1668302890341998592#m,Posted,"Jun 12, 2023 · 5:02 PM UTC",Let the games begin! Tune into #UbiForward   👉https://ubi.li/YEUYU,https://twitter.com/Ubisoft/status/1668302890341998592#m,503,6,71,14
@Ubisoft,https://twitter.com/Ubisoft/status/1668302048930955264#m,Posted,"Jun 12, 2023 · 4:59 PM UTC",#JustDance 2024 Edition launches October 24! Featuring 40 new tracks and universes from all genres and eras!  #UbiForward,https://twitter.com/Ubisoft/status/1668302048930955264#m,358,11,68,26
@Ubisoft,https://twitter.com/Ubisoft/status/1668298573811679232#m,Posted,"Jun 12, 2023 · 4:45 PM UTC",It's showtime! Join us NOW for #UbiForward   👉https://ubi.li/f1PPl,https://twitter.com/Ubisoft/status/1668298573811679232#m,976,57,198,72
@Ubisoft,https://twitter.com/Ubisoft/status/1668295001552433155#m,Posted,"Jun 12, 2023 · 4:31 PM UTC",Almost time for U🐝⏩,https://twitter.com/Ubisoft/status/1668295001552433155#m,701,5,49,43
@Ubisoft,https://twitter.com/Ubisoft/status/1668280547699818496#m,Posted,"Jun 12, 2023 · 3:34 PM UTC",Tune in for #UbiForward ✨ 🗣 Available in English audio description 👋 American Sign Language 💬 English subtitles 🎮 All game trailers will come with subtitles in 14 languages!,https://twitter.com/Ubisoft/status/1668280547699818496#m,487,20,111,31
@UbisoftSupport,https://twitter.com/UbisoftSupport/status/1668256872145534976#m,Posted,"Jun 12, 2023 · 2:00 PM UTC",Ubisoft Forward starts in 3 hours! How excited are you? 👀  Get ready to enjoy the show and claim your Twitch Drops by making sure your accounts are linked! Don’t forget to hit that claim button each time you earn a drop. 😉  ✍️ https://ubi.li/XpU1t 🔗 https://ubi.li/dkY5G,https://twitter.com/UbisoftSupport/status/1668256872145534976#m,759,13,127,55
@UbisoftSupport,@originaluser,Retweet,"Jun 12, 2023 · 2:00 PM UTC",Ubisoft Forward starts in 3 hours! How excited are you? 👀  Get ready to enjoy the show and claim your Twitch Drops by making sure your accounts are linked! Don’t forget to hit that claim button each time you earn a drop. 😉  ✍️ https://ubi.li/XpU1t 🔗 https://ubi.li/dkY5G,https://twitter.com/UbisoftSupport/status/1668256872145534976#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1668247912231436289#m,Posted,"Jun 12, 2023 · 1:24 PM UTC",Today's the day! Watch #UbiForward around the world:      🇺🇸 10 AM PT / 1 PM ET     🇲🇽 11 AM Mexico City     🇧🇷 2 PM Brasília     🇬🇧 6 PM London     🇪🇺 7 PM Paris     🇿🇦 7 PM Cape Town     🇹🇷 8 PM Ankara     🇦🇪 9 PM Abu Dhabi     🇮🇳 10:30 PM New Delhi       Tuesday 13    🇨🇳 1 AM Beijing     🇯🇵 2 AM Tokyo     🇦🇺 3 AM Canberra,https://twitter.com/Ubisoft/status/1668247912231436289#m,2406,89,304,118
@Ubisoft,https://twitter.com/Ubisoft/status/1667953353064603648#m,Posted,"Jun 11, 2023 · 5:54 PM UTC",Tune-in tomorrow at #UbiForward for an exclusive Gameplay Reveal!,https://twitter.com/Ubisoft/status/1667953353064603648#m,1933,26,126,29
@StarWarsOutlaws,https://twitter.com/StarWarsOutlaws/status/1667942169812905987#m,Posted,"Jun 11, 2023 · 5:09 PM UTC",Watch the Star Wars Outlaws World Premiere Trailer and meet cunning scoundrel Kay Vess in the first-ever open world Star Wars game.,https://twitter.com/StarWarsOutlaws/status/1667942169812905987#m,1896,160,406,132
@StarWarsOutlaws,@originaluser,Retweet,"Jun 11, 2023 · 5:09 PM UTC",Watch the Star Wars Outlaws World Premiere Trailer and meet cunning scoundrel Kay Vess in the first-ever open world Star Wars game.,https://twitter.com/StarWarsOutlaws/status/1667942169812905987#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1667944684038004743#m,Posted,"Jun 11, 2023 · 5:19 PM UTC",An #AudioDescribed version of this trailer is available on YouTube through the same video link! We hope all players enjoy this content. #UbiForward #A11y https://ubi.li/SkZuk,https://twitter.com/Ubisoft/status/1667944684038004743#m,173,2,24,2
@Ubisoft,https://twitter.com/Ubisoft/status/1667943819298439168#m,Posted,"Jun 11, 2023 · 5:16 PM UTC",Watch the #StarWarsOutlaws World Premiere Trailer and meet cunning scoundrel Kay Vess in the first-ever open world Star Wars game.,https://twitter.com/Ubisoft/status/1667943819298439168#m,1883,54,250,50
@Ubisoft,https://twitter.com/Ubisoft/status/1667942297374269441#m,Posted,"Jun 11, 2023 · 5:10 PM UTC","Meet cunning scoundrel Kay Vess, in #StarWarsOutlaws, the first-ever open-world Star Wars game.",https://twitter.com/Ubisoft/status/1667942297374269441#m,46250,2209,4936,1300
@Ubisoft,https://twitter.com/Ubisoft/status/1667924731549429763#m,Posted,"Jun 11, 2023 · 4:00 PM UTC",Tomorrow! ✨ #UbiForward  👉 https://ubi.li/6zAZD,https://twitter.com/Ubisoft/status/1667924731549429763#m,1427,44,193,48
@Ubisoft,https://twitter.com/Ubisoft/status/1667214983799685127#m,Posted,"Jun 9, 2023 · 5:00 PM UTC","Try Rocksmith+ free for 7 days! Pick up and play guitar fast from your Android, iOS, or PC, allowing you to learn guitar anytime, anywhere. Try for free 👇",https://twitter.com/Ubisoft/status/1667214983799685127#m,141,3,15,13
@Ubisoft,https://twitter.com/Ubisoft/status/1667199960599732225#m,Posted,"Jun 9, 2023 · 4:00 PM UTC",👀 Tune in to #UbiForward June 12 10AM PDT | 7PM CEST  👉 https://ubi.li/V0atk,https://twitter.com/Ubisoft/status/1667199960599732225#m,622,18,99,38
@Ubisoft,https://twitter.com/Ubisoft/status/1667167076547428352#m,Posted,"Jun 9, 2023 · 1:49 PM UTC",Get ready for #UbiForward and jump into the Ubisoft Store to save up to 75% off our games! 🙌🎮 (PEGI 18),https://twitter.com/Ubisoft/status/1667167076547428352#m,216,4,26,18
@Ubisoft,https://twitter.com/Ubisoft/status/1667091198090067971#m,Posted,"Jun 9, 2023 · 8:48 AM UTC",Last call! 📣 Join the Ubisoft Forward Challenge ✨ Play games and get a chance to win a free subscription to Ubisoft+ 👉 https://ubi.li/5Inzx,https://twitter.com/Ubisoft/status/1667091198090067971#m,299,0,37,11
@Ubisoft,https://twitter.com/Ubisoft/status/1666884412745605143#m,Posted,"Jun 8, 2023 · 7:06 PM UTC","Presenting: Prince of Persia: The Lost Crown, an action-adventure platformer game set in a mythological Persian world.  The new #PrinceofPersia releases on January 18th, 2024 on all platforms.     See more gameplay at #UbiForward",https://twitter.com/Ubisoft/status/1666884412745605143#m,9035,1381,1458,859
@Ubisoft,https://twitter.com/Ubisoft/status/1666802270774734848#m,Posted,"Jun 8, 2023 · 1:40 PM UTC",Get ready to celebrate Ubisoft Forward with a free trial of Ubisoft+! Try it now. (PEGI 18),https://twitter.com/Ubisoft/status/1666802270774734848#m,647,10,107,52
@Ubisoft,https://twitter.com/Ubisoft/status/1666475211707895809#m,Posted,"Jun 7, 2023 · 4:00 PM UTC",Tune-In for #UbiForward and get updates on #TheDivisionResurgence💥   👉 https://ubi.li/Hoaqk,https://twitter.com/Ubisoft/status/1666475211707895809#m,650,16,88,38
@Ubisoft,https://twitter.com/Ubisoft/status/1666456880930070530#m,Posted,"Jun 7, 2023 · 2:47 PM UTC",We're proud to be a part of UNEP's @P4PAlliance 🌍   The Alliance's Green Game Jam is an opportunity for our teams to get involved and create in-game events for players to raise awareness and support for ecological initiatives 🍃🎮    We're excited to see these projects have been recognized! Learn more and vote for your favorite!  👉https://ubi.li/v4jcs,https://twitter.com/Ubisoft/status/1666456880930070530#m,236,6,34,11
@Ubisoft,https://twitter.com/Ubisoft/status/1666095924073078791#m,Posted,"Jun 6, 2023 · 2:53 PM UTC","20 million @thedivisiongame Agents have been activated! ⭕  Thank you for your passion and support. The journey continues on June 8, with Year 5 Season 1: Broken Wings 🧡",https://twitter.com/Ubisoft/status/1666095924073078791#m,937,9,101,56
@Ubisoft,https://twitter.com/Ubisoft/status/1666071111908446208#m,Posted,"Jun 6, 2023 · 1:14 PM UTC","We stand together in Pride all throughout the year ✨  Our LGBTQIA+ Employee Resource Group, UbiProud, is helping to shape our global strategy for equality and inclusion across our teams and games alike 💝. Meet some of our UbiProud chapters below, and learn more about our three year LGBTQIA+ support roadmap here:  👉 https://ubi.li/6TS8j",https://twitter.com/Ubisoft/status/1666071111908446208#m,594,34,91,135
@Ubisoft,https://twitter.com/Ubisoft/status/1665750406381596673#m,Posted,"Jun 5, 2023 · 4:00 PM UTC",Get updates on #xdefiant during #UbiForward next week! ✨ 👉https://ubi.li/GilcA,https://twitter.com/Ubisoft/status/1665750406381596673#m,1722,81,251,113
@Ubisoft,https://twitter.com/Ubisoft/status/1665718295998128131#m,Posted,"Jun 5, 2023 · 1:52 PM UTC",Join the Ubisoft Forward Challenge ✨   Play games and get a chance to win a free subscription to Ubisoft+ 👉 https://ubi.li/f1GwL,https://twitter.com/Ubisoft/status/1665718295998128131#m,386,1,43,26
@Ubisoft,https://twitter.com/Ubisoft/status/1664632665809485824#m,Posted,"Jun 2, 2023 · 1:58 PM UTC",Your plans this weekend:,https://twitter.com/Ubisoft/status/1664632665809485824#m,467,9,46,166
@MetaQuestVR,https://twitter.com/MetaQuestVR/status/1664323905908260864#m,Posted,"Jun 1, 2023 · 5:31 PM UTC","Become an Assassin in Assassin’s Creed Nexus, an all-new game built exclusively for VR.  Tune in to @Ubisoft Forward on June 12 for the full reveal.  https://metaque.st/3ORoxay",https://twitter.com/MetaQuestVR/status/1664323905908260864#m,804,41,155,29
@MetaQuestVR,@originaluser,Retweet,"Jun 1, 2023 · 5:31 PM UTC","Become an Assassin in Assassin’s Creed Nexus, an all-new game built exclusively for VR.  Tune in to @Ubisoft Forward on June 12 for the full reveal.  https://metaque.st/3ORoxay",https://twitter.com/MetaQuestVR/status/1664323905908260864#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1664312787638669312#m,Posted,"Jun 1, 2023 · 4:47 PM UTC",Tune in for #UbiForward on June 12 ✨ 🗣 Available in English audio description 👋 American Sign Language 💬 English subtitles 🎮 All game trailers will come with subtitles in 14 languages!,https://twitter.com/Ubisoft/status/1664312787638669312#m,606,25,141,28
@Ubisoft,https://twitter.com/Ubisoft/status/1664300944253747201#m,Posted,"Jun 1, 2023 · 4:00 PM UTC","Tune-in live to #UbiForward!  June 12, 10AM PDT | 7PM CEST 👉ubi.li/ULDD6",https://twitter.com/Ubisoft/status/1664300944253747201#m,2130,158,437,215
@MarioRabbids,https://twitter.com/MarioRabbids/status/1663243906119499790#m,Posted,"May 29, 2023 · 6:00 PM UTC",Nothing like thinking about your hero to cheer you up… 👸🏼✨  #RabbidRosalina #Rosalina #MarioRabbids,https://twitter.com/MarioRabbids/status/1663243906119499790#m,884,9,138,24
@MarioRabbids,@originaluser,Retweet,"May 29, 2023 · 6:00 PM UTC",Nothing like thinking about your hero to cheer you up… 👸🏼✨  #RabbidRosalina #Rosalina #MarioRabbids,https://twitter.com/MarioRabbids/status/1663243906119499790#m,,,,
@Brawlhalla,https://twitter.com/Brawlhalla/status/1663968586501636103#m,Posted,"May 31, 2023 · 6:00 PM UTC",The All-Legends Pack is going on sale ‼️   There has never been a better time to unlock all 58 Legends AND all future Legends. Check out our news post to see when the All Legends Pack sale will be available on your preferred platform. 🧵 #Brawlhalla100M,https://twitter.com/Brawlhalla/status/1663968586501636103#m,502,0,34,18
@Brawlhalla,@originaluser,Retweet,"May 31, 2023 · 6:00 PM UTC",The All-Legends Pack is going on sale ‼️   There has never been a better time to unlock all 58 Legends AND all future Legends. Check out our news post to see when the All Legends Pack sale will be available on your preferred platform. 🧵 #Brawlhalla100M,https://twitter.com/Brawlhalla/status/1663968586501636103#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1663935053490016257#m,Posted,"May 31, 2023 · 3:46 PM UTC",Play Assassin's Creed Mirage day one with Ubisoft+ on PC and Xbox https://ubi.li/xa7ox,https://twitter.com/Ubisoft/status/1663935053490016257#m,450,42,42,49
@Ubisoft,https://twitter.com/Ubisoft/status/1663929022596763648#m,Posted,"May 31, 2023 · 3:22 PM UTC",Basim ❤,https://twitter.com/Ubisoft/status/1663929022596763648#m,2276,18,127,90
@Ubisoft,https://twitter.com/Ubisoft/status/1663912262275399682#m,Posted,"May 31, 2023 · 2:16 PM UTC",The sun is out in Montréal ☀  @UbisoftMTL kickstarted rooftop season in style with a party to celebrate Asian Heritage Month as lead by the Asian & Pacific Islander E.R.G 😎 #LifeAtUbi,https://twitter.com/Ubisoft/status/1663912262275399682#m,253,0,9,24
@Ubisoft,https://twitter.com/Ubisoft/status/1663583638234054657#m,Posted,"May 30, 2023 · 4:30 PM UTC",New operation deployed 💥  Play @Rainbow6Game's Dread Factor now!,https://twitter.com/Ubisoft/status/1663583638234054657#m,618,3,43,41
@Ubisoft,https://twitter.com/Ubisoft/status/1663568079811403777#m,Posted,"May 30, 2023 · 3:28 PM UTC","15 years 🥳 Join us in wishing Ubisoft Pune a happy anniversary!  @ubisoftin studios celebrated with talks, cosplay contests, retro gaming sessions and more 🎉🎉 #LifeAtUbi",https://twitter.com/Ubisoft/status/1663568079811403777#m,315,4,19,20
@Ubisoft,https://twitter.com/Ubisoft/status/1663540223421165568#m,Posted,"May 30, 2023 · 1:37 PM UTC","Last call for sign-ups! Join the Ubisoft Creators Program, then register to co-stream Ubisoft Forward before June 1st to activate Twitch drops for your viewers.  👉 https://ubi.li/vOV6T",https://twitter.com/Ubisoft/status/1663540223421165568#m,364,13,55,25
@Ubisoft,https://twitter.com/Ubisoft/status/1663210149262106625#m,Posted,"May 29, 2023 · 3:46 PM UTC","Pumpkin, Eater of Worlds",https://twitter.com/Ubisoft/status/1663210149262106625#m,550,59,42,306
@Ubisoft,https://twitter.com/Ubisoft/status/1663176256492322817#m,Posted,"May 29, 2023 · 1:31 PM UTC","""I believe that our community, or any community, needs a safe space and a platform to express ourselves."" 💬 Claudia Nguyen  As part of Asian & Pacific Islander Heritage Month, we sat down with 3 co-leads of our A.P.I. ERG to discuss why representation in the workplace matters.",https://twitter.com/Ubisoft/status/1663176256492322817#m,219,4,13,33
@Ubisoft,https://twitter.com/Ubisoft/status/1662075077557473281#m,Posted,"May 26, 2023 · 12:35 PM UTC",New Indies join Ubisoft+ this month 🎮 Fight to end a devastating curse or use your third arm to collect dangerous bounties!,https://twitter.com/Ubisoft/status/1662075077557473281#m,204,0,16,22
@FarCrygame,https://twitter.com/FarCrygame/status/1661748960128798724#m,Posted,"May 25, 2023 · 3:00 PM UTC","Last chance to get up to 75% off #FarCry6 on Steam!  You only have a couple of hours left to benefit from our special Steam launch promos, don't miss it!",https://twitter.com/FarCrygame/status/1661748960128798724#m,225,0,32,27
@FarCrygame,@originaluser,Retweet,"May 25, 2023 · 3:00 PM UTC","Last chance to get up to 75% off #FarCry6 on Steam!  You only have a couple of hours left to benefit from our special Steam launch promos, don't miss it!",https://twitter.com/FarCrygame/status/1661748960128798724#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1661734566523183112#m,Posted,"May 25, 2023 · 2:02 PM UTC","#AssassinsCreedMirage  October 12, 2023  Pre-order here: https://ubi.li/rYL1C",https://twitter.com/Ubisoft/status/1661734566523183112#m,4725,48,319,181
@Rainbow6Mobile,https://twitter.com/Rainbow6Mobile/status/1661009103714652161#m,Posted,"May 23, 2023 · 2:00 PM UTC","Attention Operators 📢 Only 2 weeks left until we kick off the #R6M Closed Beta 2.0! We'll be introducing legacy Siege Skins, unlockable for every Operator 😎",https://twitter.com/Rainbow6Mobile/status/1661009103714652161#m,1576,14,109,155
